codigo,nombre,descripcion,unidad_de_medida_codigo,vigencia
81019900,Los demás,Los demás,6,S
81021000,Polvo  ,Polvo  ,6,S
81029400,"Molibdeno en bruto, incluidas las barras simplemente obtenidas por sinterizado","Molibdeno en bruto, incluidas las barras simplemente obtenidas por sinterizado",6,S
81029510,Barras y varillas,Barras y varillas,6,S
81029590,Los demás,Los demás,6,S
81029600,Alambre,Alambre,6,S
81029700,Desperdicios y desechos,Desperdicios y desechos,6,S
81029900,Los demás,Los demás,6,S
81032000,"Tantalio en bruto, incluidas las barras simplemente obtenidas por sinterizado; polvo","Tantalio en bruto, incluidas las barras simplemente obtenidas por sinterizado; polvo",6,S
81033000,Desperdicios y desechos,Desperdicios y desechos,6,S
81039000,Los demás,Los demás,6,S
81041100,"Con un contenido de magnesio superior o igual al 99,8 % en  peso","Con un contenido de magnesio superior o igual al 99,8 % en  peso",6,S
81041900,Los demás,Los demás,6,S
81042000,Desperdicios y desechos,Desperdicios y desechos,6,S
81043000,"Virutas, torneaduras y gránulos calibrados; polvo ","Virutas, torneaduras y gránulos calibrados; polvo ",6,S
81049000,Los demás,Los demás,6,S
81052000,Matas de cobalto y demás productos intermedios de la  metalurgia del cobalto; cobalto en bruto; polv,Matas de cobalto y demás productos intermedios de la  metalurgia del cobalto; cobalto en bruto; polvo,6,S
81053000,Desperdicios y desechos,Desperdicios y desechos,6,S
81059000,Los demás,Los demás,6,S
81060000,"Bismuto y sus manufacturas, incluidos los desperdicios y desechos.","Bismuto y sus manufacturas, incluidos los desperdicios y desechos.",6,S
81072000,Cadmio en bruto; polvo,Cadmio en bruto; polvo,6,S
81073000,Desperdicios y desechos,Desperdicios y desechos,6,S
81079000,Los demás,Los demás,6,S
81082000,Titanio en bruto; polvo,Titanio en bruto; polvo,6,S
81083000,Desperdicios y desechos,Desperdicios y desechos,6,S
81089000,Los demás,Los demás,6,S
81092000,Circonio en bruto; polvo,Circonio en bruto; polvo,6,S
81093000,Desperdicios y desechos,Desperdicios y desechos,6,S
81099000,Los demás,Los demás,6,S
81101000,Antimonio en bruto; polvo,Antimonio en bruto; polvo,6,S
81102000,Desperdicios y desechos,Desperdicios y desechos,6,S
81109000,Los demás,Los demás,6,S
81110010,Polvos de manganeso y manufacturas de manganeso,Polvos de manganeso y manufacturas de manganeso,6,S
81110090,Los demás,Los demás,6,S
81121200,En bruto; polvo,En bruto; polvo,6,S
81121300,Desperdicios y desechos,Desperdicios y desechos,6,S
81121900,Los demás,Los demás,6,S
81122100,En bruto; polvo,En bruto; polvo,6,S
81122200,Desperdicios y desechos,Desperdicios y desechos,6,S
81122900,Los demás,Los demás,6,S
81125100,En bruto; polvo,En bruto; polvo,6,S
81125200,Desperdicios y desechos,Desperdicios y desechos,6,S
81125900,Los demás,Los demás,6,S
81129200,En bruto; desperdicios y desechos; polvo,En bruto; desperdicios y desechos; polvo,6,S
81129900,Los demás,Los demás,6,S
81130000,"Cermet y sus manufacturas, incluidos los desperdicios y desechos.","Cermet y sus manufacturas, incluidos los desperdicios y desechos.",6,S
82011000,Layas y palas  ,Layas y palas  ,6,S
82012000,Horcas de labranza,Horcas de labranza,6,S
82013000,"Azadas, picos, binaderas, rastrillos y raederas ","Azadas, picos, binaderas, rastrillos y raederas ",6,S
82014000,"Hachas, hocinos y herramientas similares con filo ","Hachas, hocinos y herramientas similares con filo ",6,S
82015000,Tijeras de podar (incluidas las de trinchar aves) para usar con una sola mano,Tijeras de podar (incluidas las de trinchar aves) para usar con una sola mano,6,S
82016000,"Cizallas para setos, tijeras de podar y herramientas similares,  para usar con las dos manos","Cizallas para setos, tijeras de podar y herramientas similares,  para usar con las dos manos",6,S
82019000,"Las demás herramientas de mano, agrícolas, hortícolas o forestales","Las demás herramientas de mano, agrícolas, hortícolas o forestales",6,S
82021000,Sierras de mano ,Sierras de mano ,6,S
82022000,Hojas de sierra de cinta,Hojas de sierra de cinta,6,S
82023100,Con parte operante de acero,Con parte operante de acero,6,S
82023900,"Las demás, incluidas las partes ","Las demás, incluidas las partes ",6,S
82024000,Cadenas cortantes,Cadenas cortantes,6,S
82029100,Hojas de sierra rectas para trabajar metal ,Hojas de sierra rectas para trabajar metal ,6,S
82029900,Las demás,Las demás,6,S
82031010,Limas y escofinas ,Limas y escofinas ,6,S
82031090,Los demás,Los demás,6,S
82032000,"Alicates (incluso cortantes), tenazas, pinzas y herramientas similares","Alicates (incluso cortantes), tenazas, pinzas y herramientas similares",6,S
82033000,Cizallas para metales y herramientas similares,Cizallas para metales y herramientas similares,6,S
82034000,"Cortatubos, cortapernos, sacabocados y herramientas  similares","Cortatubos, cortapernos, sacabocados y herramientas  similares",6,S
82041100,No ajustables  ,No ajustables  ,6,S
82041200,Ajustables,Ajustables,6,S
82042000,"Cubos (vasos)* de ajuste intercambiables, incluso con mango","Cubos (vasos)* de ajuste intercambiables, incluso con mango",6,S
82051000,Herramientas de taladrar o roscar (incluidas las terrajas),Herramientas de taladrar o roscar (incluidas las terrajas),6,S
82052000,Martillos y mazas,Martillos y mazas,6,S
82053000,"Cepillos, formones, gubias y herramientas cortantes  similares para trabajar madera","Cepillos, formones, gubias y herramientas cortantes  similares para trabajar madera",6,S
82054000,Destornilladores ,Destornilladores ,6,S
82055100,De uso doméstico ,De uso doméstico ,6,S
82055900,Las demás,Las demás,6,S
82056000,Lámparas de soldar y similares,Lámparas de soldar y similares,6,S
82057000,"Tornillos de banco, prensas de carpintero y similares ","Tornillos de banco, prensas de carpintero y similares ",6,S
82058000,"Yunques; fraguas portátiles; muelas de mano o pedal, con bastidor ","Yunques; fraguas portátiles; muelas de mano o pedal, con bastidor ",6,S
82059000,Juegos de artículos de dos o más de las subpartidas anteriores,Juegos de artículos de dos o más de las subpartidas anteriores,6,S
82060000,"Herramientas de dos o más de las partidas 82.02 a 82.05, acondicionadas en juegos para la venta al p","Herramientas de dos o más de las partidas 82.02 a 82.05, acondicionadas en juegos para la venta al por menor.",6,S
82071310,Trépanos,Trépanos,6,S
82071320,Coronas,Coronas,6,S
82071330,Barrenas,Barrenas,6,S
82071390,Los demás,Los demás,6,S
82071910,Trépanos,Trépanos,6,S
82071920,Coronas,Coronas,6,S
82071930,Barrenas,Barrenas,6,S
82071990,Los demás,Los demás,6,S
82072000,Hileras de extrudir o de estirar (trefilar)* metal ,Hileras de extrudir o de estirar (trefilar)* metal ,6,S
82073000,"Útiles de embutir, estampar o punzonar","Útiles de embutir, estampar o punzonar",6,S
82074000,Útiles de roscar (incluso aterrajar),Útiles de roscar (incluso aterrajar),6,S
82075010,Brocas para metal,Brocas para metal,6,S
82075090,Los demás   ,Los demás   ,6,S
82076000,Útiles de escariar o brochar,Útiles de escariar o brochar,6,S
82077000,Útiles de fresar ,Útiles de fresar ,6,S
82078000,Útiles de tornear ,Útiles de tornear ,6,S
82079000,Los demás útiles intercambiables,Los demás útiles intercambiables,6,S
82081000,Para trabajar metal,Para trabajar metal,6,S
82082000,Para trabajar madera,Para trabajar madera,6,S
82083000,Para aparatos de cocina o máquinas de la industria alimentaria,Para aparatos de cocina o máquinas de la industria alimentaria,6,S
82084000,"Para máquinas agrícolas, hortícolas o forestales","Para máquinas agrícolas, hortícolas o forestales",6,S
82089000,Las demás,Las demás,6,S
82090000,"Plaquitas, varillas, puntas y artículos similares para útiles, sin montar, de cermet.","Plaquitas, varillas, puntas y artículos similares para útiles, sin montar, de cermet.",6,S
82100000,"Aparatos mecánicos accionados a mano, de peso inferior o igual a 10 kg, utilizados para preparar, ac","Aparatos mecánicos accionados a mano, de peso inferior o igual a 10 kg, utilizados para preparar, acondicionar o servir alimentos o bebidas.",6,S
82111000,Surtidos,Surtidos,10,S
82119100,Cuchillos de mesa de hoja fija,Cuchillos de mesa de hoja fija,10,S
82119200,Los demás cuchillos de hoja fija ,Los demás cuchillos de hoja fija ,10,S
82119300,"Cuchillos, excepto los de hoja fija, incluidas las navajas de podar","Cuchillos, excepto los de hoja fija, incluidas las navajas de podar",10,S
82119400,Hojas,Hojas,6,S
82119500,Mangos de metal común,Mangos de metal común,6,S
82121010,Máquinas de afeitar desechables,Máquinas de afeitar desechables,10,S
82121090,Las demás,Las demás,10,S
82122010,Hojas de afeitar,Hojas de afeitar,10,S
82122090,Los demás,Los demás,10,S
82129000,Las demás partes ,Las demás partes ,6,S
82130000,Tijeras y sus hojas.,Tijeras y sus hojas.,6,S
82141000,"Cortapapeles, abrecartas, raspadores, sacapuntas y sus cuchillas","Cortapapeles, abrecartas, raspadores, sacapuntas y sus cuchillas",6,S
82142000,Herramientas y juegos de herramientas de manicura o de   pedicuro (incluidas las limas para uñas) ,Herramientas y juegos de herramientas de manicura o de   pedicuro (incluidas las limas para uñas) ,6,S
82149000,Los demás,Los demás,6,S
82151000,"Surtidos que contengan por lo menos un objeto plateado,  dorado o platinado","Surtidos que contengan por lo menos un objeto plateado,  dorado o platinado",6,S
82152000,Los demás surtidos,Los demás surtidos,6,S
82159100,"Plateados, dorados o platinados ","Plateados, dorados o platinados ",6,S
82159900,Los demás,Los demás,6,S
83011000,Candados  ,Candados  ,6,S
83012000,Cerraduras de los tipos utilizados en vehículos automóviles,Cerraduras de los tipos utilizados en vehículos automóviles,6,S
83013000,Cerraduras de los tipos utilizados en muebles,Cerraduras de los tipos utilizados en muebles,6,S
83014010,Cerraduras de los tipos utilizados en puertas de edificios,Cerraduras de los tipos utilizados en puertas de edificios,6,S
83014090,Los demás,Los demás,6,S
83015000,"Cierres y monturas cierre, con cerradura incorporada","Cierres y monturas cierre, con cerradura incorporada",6,S
83016000,Partes ,Partes ,6,S
83017000,Llaves presentadas aisladamente,Llaves presentadas aisladamente,6,S
83021000,Bisagras de cualquier clase (incluidos los pernios,Bisagras de cualquier clase (incluidos los pernios,6,S
83022000,Ruedas,Ruedas,6,S
83023000,"Las demás guarniciones, herrajes y artículos simila","Las demás guarniciones, herrajes y artículos simila",6,S
83024100,Para edificios ,Para edificios ,6,S
83024210,"Empuñaduras, manijas (manillas)","Empuñaduras, manijas (manillas)",6,S
83024220,Tiradores,Tiradores,6,S
83024290,Los demás,Los demás,6,S
83024900,Los demás,Los demás,6,S
83025000,"Colgadores, perchas, soportes y artículos similares ","Colgadores, perchas, soportes y artículos similares ",6,S
83026000,Cierrapuertas automáticos ,Cierrapuertas automáticos ,6,S
83030000,"Cajas de caudales, puertas blindadas y compartimientos para cámaras acorazadas, cofres y cajas de se","Cajas de caudales, puertas blindadas y compartimientos para cámaras acorazadas, cofres y cajas de seguridad y artículos similares, de metal común.",6,S
83040000,"Clasificadores, ficheros, cajas de clasificación, bandejas de correspondencia, plumeros (vasos o caj","Clasificadores, ficheros, cajas de clasificación, bandejas de correspondencia, plumeros (vasos o cajas para plumas de escribir), portasellos y material similar de oficina, de metal común, excepto los ",6,S
83051000,Mecanismos para encuadernación de hojas intercambiables  o para clasificadores,Mecanismos para encuadernación de hojas intercambiables  o para clasificadores,6,S
83052000,Grapas en tiras,Grapas en tiras,6,S
83059000,"Los demás, incluidas las partes","Los demás, incluidas las partes",6,S
83061000,"Campanas, campanillas, gongos y artículos similares ","Campanas, campanillas, gongos y artículos similares ",6,S
83062100,"Plateados, dorados o platinados","Plateados, dorados o platinados",6,S
83062900,Los demás,Los demás,6,S
83063000,"Marcos para fotografías, grabados  o similares; espejos","Marcos para fotografías, grabados  o similares; espejos",6,S
83071000,De hierro o acero ,De hierro o acero ,6,S
83079000,De los demás metales comunes,De los demás metales comunes,6,S
83081000,"Corchetes, ganchos y anillos para ojetes ","Corchetes, ganchos y anillos para ojetes ",6,S
83082000,Remaches tubulares o con espiga hendida ,Remaches tubulares o con espiga hendida ,6,S
83089000,"Los demás, incluidas las partes ","Los demás, incluidas las partes ",6,S
83091000,Tapas corona,Tapas corona,6,S
83099010,Cápsulas para botellas,Cápsulas para botellas,6,S
83099020,Tapas roscadas,Tapas roscadas,6,S
83099090,Los demás,Los demás,6,S
83100000,"Placas indicadoras, placas rótulo, placas de direcciones y placas similares, cifras, letras y signos","Placas indicadoras, placas rótulo, placas de direcciones y placas similares, cifras, letras y signos diversos, de metal placas similares, cifras, letras y signos diversos, de metal común, excepto los ",6,S
83111010,"Electrodos con alma de hierro o acero, recubiertos con material  refractario","Electrodos con alma de hierro o acero, recubiertos con material  refractario",6,S
83111090,Los demás,Los demás,6,S
83112000,"Alambre «relleno» para soldadura de arco, de metal común","Alambre «relleno» para soldadura de arco, de metal común",6,S
83113000,"Varillas recubiertas y alambre «relleno» para soldar al  soplete, de metal común ","Varillas recubiertas y alambre «relleno» para soldar al  soplete, de metal común ",6,S
83119000,Los demás,Los demás,6,S
84011000,Reactores nucleares,Reactores nucleares,6,S
84012000,"Máquinas y aparatos para la separación isotópica, y sus  partes ","Máquinas y aparatos para la separación isotópica, y sus  partes ",6,S
84013000,Elementos combustibles (cartuchos) sin irradiar ,Elementos combustibles (cartuchos) sin irradiar ,6,S
84014000,Partes de reactores nucleares,Partes de reactores nucleares,6,S
84021110,Con una producción de vapor superior a 45 t por hora pero  inferior o igual a 100 t por hora,Con una producción de vapor superior a 45 t por hora pero  inferior o igual a 100 t por hora,6,S
84021120,Con una producción de vapor superior a 100 t pero inferior o  igual a 200 t  por hora,Con una producción de vapor superior a 100 t pero inferior o  igual a 200 t  por hora,6,S
84021190,Las demás,Las demás,6,S
84021200,Calderas acuotubulares con una producción de vapor  inferior o igual a 45 t por hora,Calderas acuotubulares con una producción de vapor  inferior o igual a 45 t por hora,6,S
84021900,"Las demás calderas de vapor, incluidas las calderas mixtas","Las demás calderas de vapor, incluidas las calderas mixtas",6,S
84022000,Calderas denominadas «de agua sobrecalentada»  ,Calderas denominadas «de agua sobrecalentada»  ,6,S
84029000,Partes,Partes,6,S
84031000,Calderas,Calderas,10,S
84039000,Partes,Partes,6,S
84041000,Aparatos auxiliares para las calderas de las partidas 84.02 u  84.03,Aparatos auxiliares para las calderas de las partidas 84.02 u  84.03,6,S
84042000,Condensadores para máquinas de vapor,Condensadores para máquinas de vapor,6,S
84049000,Partes,Partes,6,S
84051000,"Generadores de gas pobre (gas de aire) o de gas de agua,  incluso con sus depuradores; generadores d","Generadores de gas pobre (gas de aire) o de gas de agua,  incluso con sus depuradores; generadores de acetileno y generadores similares de gases, por vía húmeda, incluso  con sus depuradores",6,S
84059000,Partes,Partes,6,S
84061000,Turbinas para la propulsión de barcos.,Turbinas para la propulsión de barcos.,10,S
84068100,De potencia superior a 40 MW,De potencia superior a 40 MW,10,S
84068200,De potencia inferior o igual a 40 MW,De potencia inferior o igual a 40 MW,10,S
84069000,Partes,Partes,6,S
84071000,Motores de aviación,Motores de aviación,10,S
84072100,Del tipo fueraborda,Del tipo fueraborda,10,S
84072900,Los demás,Los demás,10,S
84073100,De cilindrada inferior o igual a 50 cm³,De cilindrada inferior o igual a 50 cm³,10,S
84073200,De cilindrada superior a 50 cm³ pero inferior o igual a 250 cm,De cilindrada superior a 50 cm³ pero inferior o igual a 250 cm,10,S
84073300,De cilindrada superior a 250 cm³ pero inferior o igual a  1000 cm³,De cilindrada superior a 250 cm³ pero inferior o igual a  1000 cm³,10,S
84073400,De cilindrada superior a 1.000 cm³,De cilindrada superior a 1.000 cm³,10,S
84079010,Estacionarios  ,Estacionarios  ,10,S
84079090,Los demás,Los demás,10,S
84081010,Del tipo fuera borda ,Del tipo fuera borda ,10,S
84081090,Los demás,Los demás,10,S
84082010,Para vehículos de la partida 87.01,Para vehículos de la partida 87.01,10,S
84082020,Para vehículos de la partida 87.02,Para vehículos de la partida 87.02,10,S
84082030,Para vehículos de la partida 87.03,Para vehículos de la partida 87.03,10,S
84082040,Para vehículos de la partida 87.04,Para vehículos de la partida 87.04,10,S
84082090,Los demás,Los demás,10,S
84089010,Estacionarios  ,Estacionarios  ,10,S
84089090,Los demás,Los demás,10,S
84091000,De motores de aviación ,De motores de aviación ,6,S
84099110,Pistones,Pistones,6,S
84099120,Válvulas,Válvulas,6,S
84099130,Anillos,Anillos,6,S
84099190,Las demás,Las demás,6,S
84099910,Pistones,Pistones,6,S
84099920,Válvulas,Válvulas,6,S
84099930,Anillos,Anillos,6,S
84099990,Las demás,Las demás,6,S
84101110,Turbinas  ,Turbinas  ,10,S
84101120,Ruedas hidraúlicas ,Ruedas hidraúlicas ,10,S
84101210,Turbinas  ,Turbinas  ,10,S
84101220,Ruedas hidraúlicas ,Ruedas hidraúlicas ,10,S
84101310,Turbinas  ,Turbinas  ,10,S
84101320,Ruedas hidraúlicas ,Ruedas hidraúlicas ,10,S
84109000,"Partes, incluidos los reguladores ","Partes, incluidos los reguladores ",6,S
84111100,De empuje inferior o igual a 25 kN,De empuje inferior o igual a 25 kN,10,S
84111200,De empuje superior a 25 kN,De empuje superior a 25 kN,10,S
84112100,De potencia inferior o igual a 1.100 kW ,De potencia inferior o igual a 1.100 kW ,10,S
84112200,De potencia superior a 1.100 kW,De potencia superior a 1.100 kW,10,S
84118100,De potencia inferior o igual a 5.000 kW ,De potencia inferior o igual a 5.000 kW ,10,S
84118200,De potencia superior a 5.000 Kw,De potencia superior a 5.000 Kw,10,S
84119100,De turborreactores o de turbopropulsores,De turborreactores o de turbopropulsores,6,S
84119900,Las demás,Las demás,6,S
84121000,"Propulsores a reacción, excepto los turborreactores","Propulsores a reacción, excepto los turborreactores",10,S
84122100,Con movimiento rectilíneo (cilindros),Con movimiento rectilíneo (cilindros),10,S
84122900,Los demás,Los demás,10,S
84123100,Con movimiento rectilíneo (cilindros),Con movimiento rectilíneo (cilindros),10,S
84123900,Los demás,Los demás,10,S
84128000,Los demás,Los demás,10,S
84129000,Partes,Partes,6,S
84131100,"Bombas para distribución de carburantes o lubricantes, de  los  tipos utilizados en gasolineras, est","Bombas para distribución de carburantes o lubricantes, de  los  tipos utilizados en gasolineras, estaciones de servicio   o garajes",10,S
84131900,Las demás,Las demás,10,S
84132000,"Bombas manuales, excepto las de las subpartidas 8413.11 u  8413.19","Bombas manuales, excepto las de las subpartidas 8413.11 u  8413.19",10,S
84133010,Bombas de bencina para  motores de encendido por chispa,Bombas de bencina para  motores de encendido por chispa,10,S
84133090,Las demás,Las demás,10,S
84134000,Bombas para hormigón ,Bombas para hormigón ,10,S
84135000,Las demás bombas volumétricas alternativas ,Las demás bombas volumétricas alternativas ,10,S
84136000,Las demás bombas volumétricas rotativas,Las demás bombas volumétricas rotativas,10,S
84137000,Las demás bombas centrífugas,Las demás bombas centrífugas,10,S
84138100,Bombas,Bombas,10,S
84138200,Elevadores de líquidos,Elevadores de líquidos,10,S
84139100,De bombas,De bombas,6,S
84139200,De elevadores de líquidos,De elevadores de líquidos,6,S
84141000,Bombas de vacío,Bombas de vacío,10,S
84142000,"Bombas de aire, de mano o pedal","Bombas de aire, de mano o pedal",10,S
84143010,"De potencia inferior o igual a 0,4 kW","De potencia inferior o igual a 0,4 kW",10,S
84143090,Los demás,Los demás,10,S
84144010,Con caudal inferior a 2 m3 por minuto,Con caudal inferior a 2 m3 por minuto,10,S
84144090,Los demás,Los demás,10,S
84145100,"Ventiladores de mesa, pie, pared, cielo raso, techo o ventana,  con motor eléctrico incorporado de p","Ventiladores de mesa, pie, pared, cielo raso, techo o ventana,  con motor eléctrico incorporado de potencia  inferior o igual a 125 W",10,S
84145900,Los demás,Los demás,10,S
84146000,Campanas aspirantes en las que el mayor lado horizontal sea inferior o igual a 120 cm,Campanas aspirantes en las que el mayor lado horizontal sea inferior o igual a 120 cm,10,S
84148010,Turbocargadores y supercargadores para vehículos automotores,Turbocargadores y supercargadores para vehículos automotores,10,S
84148090,Los demás,Los demás,10,S
84149010,Rotores y estatores para los bienes de la subpartida 8414.30,Rotores y estatores para los bienes de la subpartida 8414.30,6,S
84149090,Las demás,Las demás,6,S
84151000,"De pared o para ventanas, formando un solo cuerpo o del tipo  sistema de elementos separados («split","De pared o para ventanas, formando un solo cuerpo o del tipo  sistema de elementos separados («split-system»)",10,S
84152000,De los tipos utilizados en vehículos automóviles para sus   ocupantes ,De los tipos utilizados en vehículos automóviles para sus   ocupantes ,10,S
84158100,Con equipo de enfriamiento y válvula de inversión del ciclo  térmico (bombas de calor reversibles),Con equipo de enfriamiento y válvula de inversión del ciclo  térmico (bombas de calor reversibles),10,S
84158200,"Los demás, con equipo de enfriamiento","Los demás, con equipo de enfriamiento",10,S
84158300,Sin equipo de enfriamiento ,Sin equipo de enfriamiento ,10,S
84159000,Partes,Partes,6,S
84161000,Quemadores de combustibles líquidos,Quemadores de combustibles líquidos,6,S
84162000,"Los demás quemadores, incluidos los mixtos","Los demás quemadores, incluidos los mixtos",6,S
84163000,"Alimentadores mecánicos de hogares, parrillas mecánicas, descargadores mecánicos de cenizas y demás ","Alimentadores mecánicos de hogares, parrillas mecánicas, descargadores mecánicos de cenizas y demás dispositivos   mecánicos auxiliares empleados en hogares",6,S
84169000,Partes,Partes,6,S
84171000,"Hornos para tostación, fusión u otros tratamientos térmicos  de los minerales metalíferos (incluidas","Hornos para tostación, fusión u otros tratamientos térmicos  de los minerales metalíferos (incluidas las piritas) o de los   metales ",10,S
84172000,"Hornos de panadería, pastelería o galletería","Hornos de panadería, pastelería o galletería",10,S
84178000,Los demás,Los demás,10,S
84179000,Partes,Partes,6,S
84181011,De capacidad superior a 100 l pero inferior o igual a 200 l,De capacidad superior a 100 l pero inferior o igual a 200 l,10,S
84181012,De capacidad superior a 200 l pero inferior o igual a 300 l,De capacidad superior a 200 l pero inferior o igual a 300 l,10,S
84181013,De capacidad superior a 300 l pero inferior o igual a 400 l,De capacidad superior a 300 l pero inferior o igual a 400 l,10,S
84181019,Los demás,Los demás,10,S
84181090,Las demás,Las demás,10,S
84182110,De capacidad inferior o igual a 100 l,De capacidad inferior o igual a 100 l,10,S
84182120,De capacidad superior a 100 l pero inferior o igual a 200 l,De capacidad superior a 100 l pero inferior o igual a 200 l,10,S
84182130,De capacidad superior a 200 l pero inferior o igual a 300 l,De capacidad superior a 200 l pero inferior o igual a 300 l,10,S
84182190,Los demás,Los demás,10,S
84182900,Los demás,Los demás,10,S
84183000,"Congeladores horizontales del tipo arcón (cofre), de   capacidad inferior o igual a 800 l","Congeladores horizontales del tipo arcón (cofre), de   capacidad inferior o igual a 800 l",10,S
84184000,"Congeladores verticales del tipo armario, de capacidad   inferior o igual a 900 l","Congeladores verticales del tipo armario, de capacidad   inferior o igual a 900 l",10,S
84185000,"Los demás muebles (armarios, arcones (cofres), vitrinas, mostradores y similares) para la conservaci","Los demás muebles (armarios, arcones (cofres), vitrinas, mostradores y similares) para la conservación y exposición de los productos, que incorporen un equipo para refrigerar o congelar",10,S
84186100,"Bombas de calor, excepto las máquinas y aparatos para acondicionamiento de aire de la partida 84.15","Bombas de calor, excepto las máquinas y aparatos para acondicionamiento de aire de la partida 84.15",10,S
84186910,Instalaciones frigoríficas ,Instalaciones frigoríficas ,6,S
84186920,Unidades de refrigeración,Unidades de refrigeración,6,S
84186990,Los demás,Los demás,6,S
84189100,Muebles concebidos para incorporarles un equipo de  producción de frío,Muebles concebidos para incorporarles un equipo de  producción de frío,6,S
84189910,"Ensambles de puertas que incorporen más de uno de los siguientes componentes:  panel interior, panel","Ensambles de puertas que incorporen más de uno de los siguientes componentes:  panel interior, panel exterior,  aislamiento, bisagras, agarraderas ",6,S
84189990,Las demás,Las demás,6,S
84191100,"De calentamiento instantáneo, de gas","De calentamiento instantáneo, de gas",10,S
84191900,Los demás,Los demás,10,S
84192000,"Esterilizadores médicos, quirúrgicos o de laboratorio ","Esterilizadores médicos, quirúrgicos o de laboratorio ",10,S
84193100,Para productos agrícolas ,Para productos agrícolas ,10,S
84193210,Para madera,Para madera,10,S
84193220,"Para pasta para papel, papel o cartón","Para pasta para papel, papel o cartón",10,S
84193900,Los demás,Los demás,10,S
84194000,Aparatos de destilación o rectificación,Aparatos de destilación o rectificación,10,S
84195000,Intercambiadores de calor ,Intercambiadores de calor ,10,S
84196000,Aparatos y dispositivos para licuefacción de aire u otros  gases,Aparatos y dispositivos para licuefacción de aire u otros  gases,10,S
84198100,Para la preparación de bebidas calientes o la cocción o calentamiento de alimentos,Para la preparación de bebidas calientes o la cocción o calentamiento de alimentos,10,S
84198910,Autoclaves,Autoclaves,10,S
84198920,Evaporadores,Evaporadores,10,S
84198990,Los demás,Los demás,10,S
84199000,Partes,Partes,6,S
84201000,Calandrias y laminadores,Calandrias y laminadores,10,S
84209100,Cilindros ,Cilindros ,6,S
84209900,Las demás,Las demás,6,S
84211100,Desnatadoras (descremadoras),Desnatadoras (descremadoras),10,S
84211200,Secadoras de ropa,Secadoras de ropa,10,S
84211900,Las demás,Las demás,10,S
84212110,Filtros prensa ,Filtros prensa ,10,S
84212191,Filtros depuradores de agua domésticos,Filtros depuradores de agua domésticos,10,S
84212192,Filtros depuradores de agua para calderas,Filtros depuradores de agua para calderas,10,S
84212193,Depuradores de agua de acción química,Depuradores de agua de acción química,10,S
84212199,Los demás,Los demás,10,S
84212210,Filtros prensa ,Filtros prensa ,10,S
84212290,Los demás,Los demás,10,S
84212300,Para filtrar lubricantes o carburantes en los motores de  encendido por chispa o compresión,Para filtrar lubricantes o carburantes en los motores de  encendido por chispa o compresión,10,S
84212910,Aparatos filtrantes de membrana,Aparatos filtrantes de membrana,10,S
84212920,Filtros de vacío rotativos,Filtros de vacío rotativos,10,S
84212990,Los demás,Los demás,10,S
84213110,Filtros de aire para motores para vehículos,Filtros de aire para motores para vehículos,10,S
84213190,Los demás,Los demás,10,S
84213910,Convertidores catalíticos,Convertidores catalíticos,10,S
84213990,Los demás,Los demás,10,S
84219100,"De centrifugadoras, incluidas las de secadoras centrífugas","De centrifugadoras, incluidas las de secadoras centrífugas",6,S
84219900,Las demás,Las demás,6,S
84221100,De tipo doméstico,De tipo doméstico,10,S
84221900,Las demás,Las demás,10,S
84222000,Máquinas y aparatos para limpiar o secar botellas o demás recipientes,Máquinas y aparatos para limpiar o secar botellas o demás recipientes,10,S
84223010,"De llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas","De llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas",10,S
84223020,De capsular botellas o tarros,De capsular botellas o tarros,10,S
84223030,De gasear bebidas,De gasear bebidas,10,S
84223090,Los demás,Los demás,10,S
84224000,Las demás máquinas y aparatos para empaquetar o envolver mercancías (incluidas las de envolver con p,Las demás máquinas y aparatos para empaquetar o envolver mercancías (incluidas las de envolver con película  termorretráctil)  ,10,S
84229000,Partes,Partes,6,S
84231000,"Para pesar personas, incluidos los pesabebés; balanzas domésticas","Para pesar personas, incluidos los pesabebés; balanzas domésticas",10,S
84232000,Básculas y balanzas para pesada continua sobre  transportador,Básculas y balanzas para pesada continua sobre  transportador,10,S
84233000,"Básculas y balanzas para pesada constante, incluidas las de descargar pesos determinados en sacos (b","Básculas y balanzas para pesada constante, incluidas las de descargar pesos determinados en sacos (bolsas) u otros recipientes, así como las dosificadoras de tolva",10,S
84238100,Con capacidad inferior o igual a 30 kg,Con capacidad inferior o igual a 30 kg,10,S
84238200,Con capacidad superior a 30 kg pero inferior o igual a  5.000 kg,Con capacidad superior a 30 kg pero inferior o igual a  5.000 kg,10,S
84238900,Los demás,Los demás,10,S
84239000,Pesas para toda clase de básculas o balanzas; partes de  aparatos o instrumentos de pesar,Pesas para toda clase de básculas o balanzas; partes de  aparatos o instrumentos de pesar,6,S
84241000,"Extintores, incluso cargados","Extintores, incluso cargados",10,S
84242000,Pistolas aerográficas y aparatos similares,Pistolas aerográficas y aparatos similares,10,S
84243000,Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares,Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares,10,S
84248110,Sistemas de riego,Sistemas de riego,10,S
84248190,Los demás,Los demás,10,S
84248900,Los demás,Los demás,10,S
